Run,barcode,Batch,seq_name,pathogen,Biofire positive,mapQ,Negative control,test,spiked,MS2_spike,IC_virus_spike,ct_1,ct_2,reverse_transcription_control,chrom,length,meanDepth,meanDepth_trunc5,meanDepth_trunc10,AuG,AuG_trunc5,AuG_trunc10,bases,bases_perc,Cov1,Cov3,Cov5,Cov10,Cov1_perc,Cov3_perc,Cov5_perc,Cov10_perc,sample num reads,total run reads mapped,total run reads inc unmapped,Sample_reads_percent_of_run,Sample_reads_percent_of_refs,Sample_reads_percent_of_type_run,Sample_reads_percent_of_type_sample,median_read_length,median_aligned_length,mean_read_length,mean_aligned_length,Sample_num_reads_200,Sample_num_reads_300,Sample_num_reads_400,orthoreovirus,zika,MS2,murine_respirovirus,orthoreovirus passed,zika passed,MS2 passed,murine_respirovirus passed,total sample bases,total sample reads,total run bases,total run reads,isSpike,PC_PASSES,PCs_passed,pass,gold_standard,condition,FLU_A_POS,TOP_FLU_A,Sample_reads_percent_of_refs_AuG_truc10,OR pass,AND ratio pass,2 reads pass,sample_positive
AD_winter_study_070325,25,2,132,unmapped,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,unmapped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203593.0,0.0,0.0,0.0,0.0,5.929928322876475,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2641.0,4437.0,494.0,4583.0,1.0,1.0,1.0,1.0,73415624.0,238198.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,True,1
AD_winter_study_070325,26,2,133 - NC17,Adenovirus,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,23481474.0,93375.0,1194177299.0,3843671.0,0.0,3.0,0,0,0,False,False,False,,False,False,False,0
AD_winter_study_070325,26,2,133 - NC17,Bordetella_parapertussis,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,23481474.0,93375.0,1194177299.0,3843671.0,0.0,3.0,0,0,0,False,False,False,,False,False,False,0
AD_winter_study_070325,26,2,133 - NC17,Bordetella_pertussis,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,23481474.0,93375.0,1194177299.0,3843671.0,0.0,3.0,0,0,0,False,False,False,,False,False,False,0
AD_winter_study_070325,26,2,133 - NC17,Chlamydia_pneumoniae,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,23481474.0,93375.0,1194177299.0,3843671.0,0.0,3.0,0,0,0,False,False,False,,False,False,False,0
AD_winter_study_070325,26,2,133 - NC17,Coronavirus 229E,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,23481474.0,93375.0,1194177299.0,3843671.0,0.0,3.0,0,0,0,False,False,False,,False,False,False,0
AD_winter_study_070325,26,2,133 - NC17,Coronavirus HKU,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,23481474.0,93375.0,1194177299.0,3843671.0,0.0,3.0,0,0,0,False,False,False,,False,False,False,0
AD_winter_study_070325,26,2,133 - NC17,Coronavirus NL63,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,23481474.0,93375.0,1194177299.0,3843671.0,0.0,3.0,0,0,0,False,False,False,,False,False,False,0
AD_winter_study_070325,26,2,133 - NC17,Coronavirus OC43,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,23481474.0,93375.0,1194177299.0,3843671.0,0.0,3.0,0,0,0,False,False,False,,False,False,False,0
AD_winter_study_070325,26,2,133 - NC17,Influenza A/H1,0,40,1,BIOFIRE,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,23481474.0,93375.0,1194177299.0,3843671.0,0.0,3.0,0,0,0,False,False,False,,False,False,False,0
