Run,barcode,Batch,seq_name,pathogen,Biofire positive,mapQ,Negative control,test,spiked,MS2_spike,IC_virus_spike,ct_1,ct_2,amplification_control,reverse_transcription_control,chrom,length,meanDepth,meanDepth_trunc5,meanDepth_trunc10,AuG,AuG_trunc5,AuG_trunc10,bases,bases_perc,Cov1,Cov3,Cov5,Cov10,Cov1_perc,Cov3_perc,Cov5_perc,Cov10_perc,sample num reads,total run reads mapped,total run reads inc unmapped,Sample_reads_percent_of_run,Sample_reads_percent_of_refs,Sample_reads_percent_of_type_run,Sample_reads_percent_of_type_sample,median_read_length,median_aligned_length,mean_read_length,mean_aligned_length,Sample_num_reads_200,Sample_num_reads_300,Sample_num_reads_400,orthoreovirus,zika,MS2,murine_respirovirus,orthoreovirus passed,zika passed,MS2 passed,murine_respirovirus passed,total sample bases,total sample reads,total run bases,total run reads,isSpike,PC_PASSES,PCs_passed,pass,gold_standard,condition,FLU_A_POS,TOP_FLU_A,Sample_reads_percent_of_refs_AuG_truc10,OR pass,AND ratio pass,2 reads pass,sample_positive,pathogen_tests,test_type
AD_winter_study_070325,11,1,119,Influenza A,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,46.0,21.0,53.0,1.0,1.0,1.0,1.0,46908297.0,167543.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,11,1,119,Influenza B,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,46.0,21.0,53.0,1.0,1.0,1.0,1.0,46908297.0,167543.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,11,1,119,RSV,1,40,0,ALINITY,1,1.0,1.0,21.46,0.0,0.0,0.0,RSVB_Human_Respiratory_syncytial_virus_9320,15225.0,13.811920916320128,3.984533450062012,6.38732034726782,12.434811165845648,3.5872577996715926,5.75047619047619,189320.0,1243.481116584565,13707.0,10697.0,8599.0,5418.0,90.0295566502463,70.25944170771757,56.47947454844007,35.58620689655172,1132.0,89389.0,3522702.0,0.032134424086965,1.2663750573336765,4.634785456927612,99.21121822962311,299.0,149.0,320.3462897526502,165.96554770318022,297.0,56.0,16.0,43.0,46.0,21.0,53.0,1.0,1.0,1.0,1.0,46908297.0,167543.0,1194177299.0,3843671.0,0.0,3.0,1,True,1,False,False,False,0.2202209026499437,True,True,True,1,5,ALINITY
AD_winter_study_070325,11,1,119,SARS-CoV-2,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,46.0,21.0,53.0,1.0,1.0,1.0,1.0,46908297.0,167543.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,11,1,119,unmapped,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,unmapped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163316.0,0.0,0.0,0.0,0.0,4.756804870397776,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,46.0,21.0,53.0,1.0,1.0,1.0,1.0,46908297.0,167543.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,True,1,5,ALINITY
AD_winter_study_070325,12,1,120,Influenza A,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,22242648.0,74867.0,1194177299.0,3843671.0,0.0,3.0,0,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,12,1,120,Influenza B,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,22242648.0,74867.0,1194177299.0,3843671.0,0.0,3.0,0,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,12,1,120,RSV,1,40,0,ALINITY,1,1.0,1.0,20.79,0.0,0.0,0.0,RSVB_Human_Respiratory_syncytial_virus_9320,15225.0,2.8819958722835985,1.879932014082797,2.275707174942333,1.5592118226600986,1.0170771756978654,1.2311986863711002,23739.0,155.92118226600985,8237.0,1595.0,804.0,605.0,54.10180623973727,10.476190476190476,5.280788177339901,3.973727422003284,136.0,89389.0,3522702.0,0.0038606728585046,0.152143999821007,0.5568293481821159,100.0,290.0,135.0,318.875,171.15441176470588,34.0,14.0,4.0,6.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,22242648.0,74867.0,1194177299.0,3843671.0,0.0,3.0,0,True,1,False,False,False,0.1235738808895615,True,True,True,1,5,ALINITY
AD_winter_study_070325,12,1,120,SARS-CoV-2,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,22242648.0,74867.0,1194177299.0,3843671.0,0.0,3.0,0,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,12,1,120,unmapped,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,unmapped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74211.0,0.0,0.0,0.0,0.0,2.161498237999273,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,22242648.0,74867.0,1194177299.0,3843671.0,0.0,3.0,0,False,0,False,False,False,,False,False,True,1,5,ALINITY
AD_winter_study_070325,13,1,121,Influenza A,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,380.0,123.0,356.0,1.0,1.0,1.0,1.0,42292383.0,136846.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,13,1,121,Influenza B,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,380.0,123.0,356.0,1.0,1.0,1.0,1.0,42292383.0,136846.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,13,1,121,RSV,1,40,0,ALINITY,1,1.0,1.0,23.09,0.0,0.0,0.0,RSVA_Human_respiratory_syncytial_virus_S2,15190.0,35.181970734326754,4.3763592428513896,7.520204054235468,34.5056616194865,4.292231731402239,7.375641869651086,524141.0,3450.5661619486505,14898.0,13013.0,11104.0,8465.0,98.07768268597762,85.66820276497697,73.100724160632,55.72745227123107,2877.0,89389.0,3522702.0,0.0816702633376311,3.2185168197429213,11.77939731411726,99.55017301038065,307.0,159.0,337.0038234271811,181.21724018074383,892.0,319.0,94.0,232.0,380.0,123.0,356.0,1.0,1.0,1.0,1.0,42292383.0,136846.0,1194177299.0,3843671.0,0.0,3.0,1,True,1,False,False,False,0.4363710815442801,True,True,True,1,5,ALINITY
AD_winter_study_070325,13,1,121,SARS-CoV-2,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,SARS-CoV-2,29903.0,1.0,1.0,1.0,0.0016720730361502,0.0016720730361502,0.0016720730361502,50.0,0.1672073036150219,50.0,0.0,0.0,0.0,0.1672073036150219,0.0,0.0,0.0,1.0,89389.0,3522702.0,2.838730043018115e-05,0.0011187058810368,0.0103659168653467,100.0,338.0,50.0,338.0,50.0,0.0,0.0,0.0,232.0,380.0,123.0,356.0,1.0,1.0,1.0,1.0,42292383.0,136846.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,0.6690532392128762,False,True,False,1,5,ALINITY
AD_winter_study_070325,13,1,121,unmapped,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,unmapped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122399.0,0.0,0.0,0.0,0.0,3.5650405308225617,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,380.0,123.0,356.0,1.0,1.0,1.0,1.0,42292383.0,136846.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,True,1,5,ALINITY
AD_winter_study_070325,14,1,122,Influenza A,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,1.0,1.0,1.0,35875414.0,125600.0,1194177299.0,3843671.0,0.0,2.0,1,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,14,1,122,Influenza B,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,1.0,1.0,1.0,35875414.0,125600.0,1194177299.0,3843671.0,0.0,2.0,1,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,14,1,122,RSV,1,40,0,ALINITY,1,1.0,1.0,23.81,0.0,0.0,0.0,RSVB_Human_Respiratory_syncytial_virus_9320,15225.0,10.093773889407968,3.0174976641467763,3.859424106005266,7.805188834154351,2.333333333333333,2.9843678160919542,118834.0,780.5188834154351,11773.0,6969.0,3299.0,1621.0,77.32676518883416,45.77339901477833,21.66830870279146,10.64696223316913,674.0,89389.0,3522702.0,0.019133040489942,0.7540077638188144,2.7595807402554864,99.85185185185183,312.0,155.0,329.9124629080119,174.07418397626114,188.0,50.0,15.0,1.0,4.0,2.0,5.0,0.0,1.0,1.0,1.0,35875414.0,125600.0,1194177299.0,3843671.0,0.0,2.0,1,True,1,False,False,False,0.252652424326902,True,True,True,1,5,ALINITY
AD_winter_study_070325,14,1,122,SARS-CoV-2,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,1.0,1.0,1.0,35875414.0,125600.0,1194177299.0,3843671.0,0.0,2.0,1,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,14,1,122,unmapped,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,unmapped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124896.0,0.0,0.0,0.0,0.0,3.637769116885061,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,1.0,1.0,1.0,35875414.0,125600.0,1194177299.0,3843671.0,0.0,2.0,1,False,0,False,False,False,,False,False,True,1,5,ALINITY
AD_winter_study_070325,15,1,123,Influenza A,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,239.0,45.0,168.0,1.0,1.0,1.0,1.0,33581828.0,115214.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,15,1,123,Influenza B,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,239.0,45.0,168.0,1.0,1.0,1.0,1.0,33581828.0,115214.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,15,1,123,RSV,1,40,0,ALINITY,1,1.0,1.0,26.48,0.0,0.0,0.0,RSVB_Human_Respiratory_syncytial_virus_9320,15225.0,1.954209748892172,1.8216395864106352,1.954209748892172,0.3475862068965517,0.3240065681444992,0.3475862068965517,5292.0,34.758620689655174,2708.0,508.0,311.0,0.0,17.78653530377668,3.3366174055829227,2.042692939244664,0.0,33.0,89389.0,3522702.0,0.0009367809141959,0.0369172940742149,0.1351130036030134,97.05882352941175,301.0,140.0,318.6363636363636,156.06060606060606,7.0,2.0,0.0,88.0,239.0,45.0,168.0,1.0,1.0,1.0,1.0,33581828.0,115214.0,1194177299.0,3843671.0,0.0,3.0,1,True,1,False,False,False,0.1062104690627214,True,True,True,1,5,ALINITY
AD_winter_study_070325,15,1,123,SARS-CoV-2,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,SARS-CoV-2,29903.0,1.0,1.0,1.0,0.0134434672106477,0.0134434672106477,0.0134434672106477,402.0,1.344346721064776,402.0,0.0,0.0,0.0,1.344346721064776,0.0,0.0,0.0,1.0,89389.0,3522702.0,2.838730043018115e-05,0.0011187058810368,0.0103659168653467,100.0,914.0,403.0,914.0,403.0,1.0,1.0,1.0,88.0,239.0,45.0,168.0,1.0,1.0,1.0,1.0,33581828.0,115214.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,0.0832155770165263,True,False,False,1,5,ALINITY
AD_winter_study_070325,15,1,123,unmapped,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,unmapped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111852.0,0.0,0.0,0.0,0.0,3.257844536749198,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,239.0,45.0,168.0,1.0,1.0,1.0,1.0,33581828.0,115214.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,False,False,,False,False,True,1,5,ALINITY
AD_winter_study_070325,16,1,124,Influenza A,1,40,0,ALINITY,1,1.0,1.0,24.74,0.0,0.0,0.0,Flu A/H1-2009,13158.0,3.063964337549243,2.5306862948372384,2.9256686709516897,2.246162030703754,1.855221158230734,2.144778841769266,29555.0,224.61620307037543,9646.0,4092.0,1801.0,500.0,73.30901352789178,31.098951208390336,13.687490500076,3.7999696002431977,142.0,89389.0,3522702.0,0.0040309966610857,0.1588562351072279,70.64676616915423,100.0,313.0,170.5,354.774647887324,208.0,59.0,28.0,12.0,289.0,431.0,201.0,471.0,1.0,1.0,1.0,1.0,41504840.0,116698.0,1194177299.0,3843671.0,0.0,3.0,1,False,1,True,True,False,0.0740664874221645,True,False,True,1,5,ALINITY
AD_winter_study_070325,16,1,124,Influenza B,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,431.0,201.0,471.0,1.0,1.0,1.0,1.0,41504840.0,116698.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,True,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,16,1,124,RSV,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,431.0,201.0,471.0,1.0,1.0,1.0,1.0,41504840.0,116698.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,True,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,16,1,124,SARS-CoV-2,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,431.0,201.0,471.0,1.0,1.0,1.0,1.0,41504840.0,116698.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,True,False,,False,False,False,1,5,ALINITY
AD_winter_study_070325,16,1,124,unmapped,0,40,0,ALINITY,1,1.0,1.0,0.0,0.0,0.0,0.0,unmapped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96612.0,0.0,0.0,0.0,0.0,2.8139584127634154,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,431.0,201.0,471.0,1.0,1.0,1.0,1.0,41504840.0,116698.0,1194177299.0,3843671.0,0.0,3.0,1,False,0,False,True,False,,False,False,True,1,5,ALINITY
AD_winter_study_070325,17,1,RT NC 5,Adenovirus,0,40,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45191726.0,129268.0,1194177299.0,3843671.0,0.0,0.0,0,False,0,False,False,False,,False,False,False,0,24,0
AD_winter_study_070325,17,1,RT NC 5,Bordetella_parapertussis,0,40,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45191726.0,129268.0,1194177299.0,3843671.0,0.0,0.0,0,False,0,False,False,False,,False,False,False,0,24,0
