Sample name,run,chrom,readID,edit_distance,aln_length,mapQ,edit_percentage,pathogen_x,pathogen_reduced,Run,barcode,seq_name,pathogen_y,Biofire positive,True species hit,readID_dup
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_6_neuraminidase_NA_gene,26b3ad2e-dbe0-4103-bd25-3e8b392cd8a5,13.0,246.0,60.0,5.284552845528456,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_4_hemagglutinin_HA_gene,f2e11388-b200-4356-999e-b1431bed0668,34.0,397.0,60.0,8.564231738035264,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,3ab4a205-eb42-4fab-b4a5-72ae6ace641f,33.0,370.0,60.0,8.91891891891892,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_4_hemagglutinin_HA_gene,93e488f5-3b4e-4124-bdc1-f2480f946d27,8.0,123.0,10.0,6.504065040650407,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,ac75f0ad-a581-4fc2-9732-785d08625621,15.0,352.0,60.0,4.261363636363636,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_1_polymerase_PB2_PB2_gene,d94c74e2-9832-4a1f-8b11-5ea99df44ae1,12.0,294.0,60.0,4.081632653061225,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,88cdf6ad-2cda-4f8d-80d6-223f5e286af7,24.0,517.0,60.0,4.642166344294004,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,9b20e885-83ca-414a-82f7-50cd03d75bea,23.0,260.0,60.0,8.846153846153847,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_1_polymerase_PB2_PB2_gene,cc2dd8e9-e5cc-4847-9035-c1bb0a5dbadc,12.0,321.0,60.0,3.7383177570093453,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_5_nucleocapsid_protein_NP_gene,e9dcf31a-fcb3-4123-97e7-87cd01db4ad7,19.0,243.0,60.0,7.818930041152264,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,19c0ef25-ee99-422e-9f1c-481aa131612f,0.0,74.0,43.0,0.0,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_5_nucleocapsid_protein_NP_gene,cfbe62f2-6e7e-4ba0-b879-af804843553e,11.0,170.0,60.0,6.470588235294119,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_3_polymerase_PA_PA_gene,642516a7-ad42-48bf-b5b3-0d81b889a8b6,8.0,140.0,55.0,5.714285714285714,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_1_polymerase_PB2_PB2_gene,043ad624-2ce9-4aad-a5b1-fb0aaccedabf,7.0,258.0,60.0,2.7131782945736433,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_4_hemagglutinin_HA_gene,fa5c349a-ffdd-4445-b1a5-07a6ffb26005,29.0,448.0,60.0,6.4732142857142865,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_1_polymerase_PB2_PB2_gene,0efe5987-3ae5-4f02-b587-1f4876a0dd29,76.0,865.0,60.0,8.786127167630058,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_4_hemagglutinin_HA_gene,554b95de-0f72-4f37-b2a3-13d98faa4ad3,23.0,304.0,60.0,7.565789473684211,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_3_polymerase_PA_PA_gene,e9bffd85-7165-4807-86c2-a5e142fd8c31,18.0,329.0,60.0,5.47112462006079,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_7_matrix_protein_2_M2_and_matrix_protein_1_M1_genes,ce78a513-2e75-4293-9037-696adae546b4,4.0,204.0,60.0,1.9607843137254901,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,de0d8e25-af3a-4745-a331-7089638d21fa,11.0,228.0,60.0,4.824561403508771,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
71,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_4_hemagglutinin_HA_gene,f1e7beca-0859-4455-bc46-67bc47c0d34e,37.0,513.0,60.0,7.212475633528265,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,71.0,S2P3,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_1_polymerase_PB2_PB2_gene,91c361a8-02ad-4890-981d-20bbba24e802,32.0,535.0,60.0,5.981308411214954,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,048467de-8e2e-46c6-9858-6fa190849585,70.0,341.0,60.0,20.527859237536656,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,0b417e1a-7f24-4f24-8efb-8a4f661d6ba1,7.0,141.0,60.0,4.964539007092199,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_4_hemagglutinin_HA_gene,69fb79f0-5aca-41cc-a168-f70c2208c3eb,15.0,248.0,60.0,6.048387096774194,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,6c7ab110-a4fd-444a-a57e-7ceb7ece181f,21.0,391.0,60.0,5.3708439897698215,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
71,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,03cdb9d7-1ad1-40d2-9571-da9cfefd4805,18.0,124.0,27.0,14.516129032258066,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,71.0,S2P3,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_3_polymerase_PA_PA_gene,170586da-fbaa-48c9-a063-dad7a51dbe0a,13.0,144.0,57.0,9.027777777777777,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_3_polymerase_PA_PA_gene,3ef04f51-264b-4ad6-bf6a-0d8d259452d8,7.0,227.0,60.0,3.0837004405286343,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,6305cf97-2c85-4e67-848f-145f91dcdb2e,16.0,248.0,60.0,6.451612903225806,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_1_polymerase_PB2_PB2_gene,f13546a4-0c60-4220-b5a9-cac59f48b7db,88.0,637.0,60.0,13.814756671899527,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_6_neuraminidase_NA_gene,7126e659-7af4-4b19-be17-154bf6f47963,9.0,234.0,60.0,3.8461538461538463,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,97579964-26b2-4e56-97ef-17ffa38feaa7,44.0,409.0,60.0,10.757946210268948,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H1-2009,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_California_07_2009H1N1_segment_2_polymerase_PB1_PB1_gene,91938cf4-07a8-4bf0-939d-64228467f8ff,3.0,90.0,50.0,3.3333333333333335,Flu A/H1-2009,Influenza A/H1-2009,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H1-2009,0.0,0,False
