Run,barcode,seq_name,pathogen_reduced,Unnamed: 0,batch,Sample name,chrom,length,pathogen,meanDepth,meanDepth_trunc5,meanDepth_trunc10,AuG,AuG_trunc5,AuG_trunc10,bases,bases_perc,Cov1,Cov3,Cov5,Cov10,Cov1_perc,Cov3_perc,Cov5_perc,Cov10_perc,sample num reads,total run reads mapped,total run reads inc unmapped,Sample_reads_percent_of_run,Sample_reads_percent_of_refs,Sample_reads_percent_of_type_run,Sample_reads_percent_of_type_sample,median_read_length,median_aligned_length,mean_read_length,mean_aligned_length,Sample_num_reads_200,Sample_num_reads_300,Sample_num_reads_400,barcode_y,run,spiked
010524_Expt9_SISPA_Daisy,71,S2P3,orthoreovirus,90.0,010524_Expt9_SISPA_Daisy,71.0,orthoreovirus,23416.0,orthoreovirus,5.864879013494648,2.8775011633317824,3.897917636109818,4.305987359070721,2.112658011615989,2.8618466006149643,100829.0,430.59873590707207,17192.0,8979.0,5015.0,2776.0,73.41988384010932,38.34557567475231,21.4169798428425,11.855141783395968,380.0,63088.0,995652.0,0.0381659455311695,0.6023332487953335,15.261044176706829,100.0,390.0,237.0,418.5883905013193,264.2321899736148,230.0,123.0,62.0,71.0,010524_Expt9_SISPA_Daisy,1
010524_Expt9_SISPA_Daisy,71,S2P3,zika,92.0,010524_Expt9_SISPA_Daisy,71.0,zika,10952.0,zika,20.69304014920978,4.93422990085403,9.572298026897023,19.24762600438276,4.589572680788897,8.903670562454346,210800.0,1924.762600438276,10187.0,10043.0,9894.0,9049.0,93.01497443389334,91.70014609203798,90.33966398831264,82.62417823228634,771.0,63088.0,995652.0,0.0774366947487676,1.222102460055795,13.18850496065686,100.0,380.0,231.0,421.33852140077823,272.8625162127108,444.0,272.0,162.0,71.0,010524_Expt9_SISPA_Daisy,1
010524_Expt9_SISPA_Daisy,71,S2P3,MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
010524_Expt9_SISPA_Daisy,71,S2P3,murine_respirovirus,89.0,010524_Expt9_SISPA_Daisy,71.0,murine_respirovirus,15362.0,murine_respirovirus,46.03070891865404,4.961777196994446,9.770205815093108,45.85991407368832,4.943366749121208,9.733953912251009,704500.0,4585.991407368832,15305.0,15141.0,15108.0,14231.0,99.62895456320793,98.56138523629735,98.34656945710194,92.63767738575709,2591.0,63088.0,995652.0,0.2602314865033164,4.106961704286077,22.95154575250244,100.0,381.0,235.0,423.44500192975687,271.3936703975299,1563.0,882.0,467.0,71.0,010524_Expt9_SISPA_Daisy,1
010524_Expt9_SISPA_Daisy,72,S1P4,orthoreovirus,99.0,010524_Expt9_SISPA_Daisy,72.0,orthoreovirus,23416.0,orthoreovirus,11.331484428279154,3.909979540804728,5.676335530802455,10.643833276392211,3.672702425691835,5.331867099419201,249236.0,1064.383327639221,21995.0,17196.0,12104.0,5282.0,93.93149982917664,73.436966176973,51.691151349504615,22.557225828493337,978.0,63088.0,995652.0,0.0982270913933784,1.5502155718995687,39.27710843373495,100.0,355.0,211.0,399.85276073619633,251.89877300613497,526.0,284.0,147.0,72.0,010524_Expt9_SISPA_Daisy,1
010524_Expt9_SISPA_Daisy,72,S1P4,zika,101.0,010524_Expt9_SISPA_Daisy,72.0,zika,10952.0,zika,55.3002518421789,4.91325436060069,9.672605167428411,54.13385682980277,4.809623813002191,9.468590211833456,592874.0,5413.385682980277,10721.0,10525.0,10350.0,10150.0,97.89079620160702,96.10116873630388,94.50328707085464,92.67713659605552,2321.0,63088.0,995652.0,0.2331135778364328,3.678988080142024,39.70236058843653,100.0,362.0,219.0,401.07841447651873,254.71822490305905,1291.0,669.0,360.0,72.0,010524_Expt9_SISPA_Daisy,1
010524_Expt9_SISPA_Daisy,72,S1P4,MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
010524_Expt9_SISPA_Daisy,72,S1P4,murine_respirovirus,98.0,010524_Expt9_SISPA_Daisy,72.0,murine_respirovirus,15362.0,murine_respirovirus,67.54841871406168,4.989218504966022,9.964715107161526,67.2933862778284,4.970381460747299,9.927092826454889,1033761.0,6729.33862778284,15304.0,15269.0,15245.0,15204.0,99.6224449941414,99.39461007681292,99.23838041921624,98.9714880874886,4037.0,63088.0,995652.0,0.4054629529192931,6.398998224702003,35.760474798476395,100.0,360.0,213.0,403.9301461481298,255.40847163735447,2187.0,1191.0,630.0,72.0,010524_Expt9_SISPA_Daisy,1
010524_Expt9_SISPA_Daisy,73,S2P4,orthoreovirus,108.0,010524_Expt9_SISPA_Daisy,73.0,orthoreovirus,23416.0,orthoreovirus,1.888509670079636,1.831740614334471,1.888509670079636,0.7089169798428425,0.687606764605398,0.7089169798428425,16600.0,70.89169798428425,8790.0,1930.0,720.0,,37.53843525794328,8.242227536727025,3.074820635462931,,69.0,63088.0,995652.0,0.0069301322148702,0.1093710372812579,2.7710843373493974,100.0,357.0,220.0,381.0869565217391,239.8260869565217,37.0,20.0,6.0,73.0,010524_Expt9_SISPA_Daisy,1
010524_Expt9_SISPA_Daisy,73,S2P4,zika,110.0,010524_Expt9_SISPA_Daisy,73.0,zika,10952.0,zika,4.540280639780198,3.8923560003925033,4.510057894220391,4.224799123447772,3.621895544192841,4.1966764061358655,46270.0,422.4799123447772,10191.0,8412.0,4897.0,361.0,93.05149744338934,76.80788897005112,44.713294375456535,3.296201607012418,202.0,63088.0,995652.0,0.0202882131507795,0.3201876743596246,3.4553540882654805,100.0,338.5,213.5,368.990099009901,229.04950495049505,109.0,52.0,20.0,73.0,010524_Expt9_SISPA_Daisy,1
010524_Expt9_SISPA_Daisy,73,S2P4,MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
010524_Expt9_SISPA_Daisy,73,S2P4,murine_respirovirus,107.0,010524_Expt9_SISPA_Daisy,73.0,murine_respirovirus,15362.0,murine_respirovirus,4.536105032822757,3.578880496929484,4.39450836450907,4.183244369222757,3.3004817081109232,4.05266241374821,64263.0,418.32443692227577,14167.0,10191.0,5695.0,1134.0,92.2210649654993,66.33901835698477,37.0719958338758,7.38185132144252,280.0,63088.0,995652.0,0.0281222756545459,0.4438244991123509,2.480290548321374,100.0,350.0,203.0,368.75714285714287,224.80357142857144,144.0,53.0,23.0,73.0,010524_Expt9_SISPA_Daisy,1
010524_Expt9_SISPA_Daisy,74,Negative,orthoreovirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
010524_Expt9_SISPA_Daisy,74,Negative,zika,115.0,010524_Expt9_SISPA_Daisy,74.0,zika,10952.0,zika,1.0,1.0,1.0,0.0327794010226442,0.0327794010226442,0.0327794010226442,359.0,3.277940102264427,359.0,,,,3.277940102264427,,,,1.0,63088.0,995652.0,0.0001004366987662,0.0015850874968298,0.0171057133082449,100.0,781.0,364.0,781.0,364.0,1.0,1.0,,74.0,010524_Expt9_SISPA_Daisy,0
010524_Expt9_SISPA_Daisy,74,Negative,MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
010524_Expt9_SISPA_Daisy,74,Negative,murine_respirovirus,113.0,010524_Expt9_SISPA_Daisy,74.0,murine_respirovirus,15362.0,murine_respirovirus,1.0,1.0,1.0,0.0082671527144903,0.0082671527144903,0.0082671527144903,127.0,0.82671527144903,127.0,,,,0.82671527144903,,,,1.0,63088.0,995652.0,0.0001004366987662,0.0015850874968298,0.0088581805297191,100.0,482.0,127.0,482.0,127.0,,,,74.0,010524_Expt9_SISPA_Daisy,0
010524_Expt9_SISPA_Kate,66,S1P1,orthoreovirus,82.0,010524_Expt9_SISPA_Kate,66.0,orthoreovirus,23416.0,orthoreovirus,1.151173285198556,1.151173285198556,1.151173285198556,0.108942603348138,0.108942603348138,0.108942603348138,2551.0,10.894260334813804,2216.0,14.0,,,9.463614622480357,0.0597881790228903,,,11.0,292726.0,3952980.0,0.0002782710765043,0.0037577803133305,0.2344416027280477,100.0,451.0,167.0,402.1818181818182,233.54545454545453,5.0,4.0,1.0,66.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,66,S1P1,zika,84.0,010524_Expt9_SISPA_Kate,66.0,zika,10952.0,zika,1.8261182223500647,1.8235294117647056,1.8261182223500647,1.1593316289262234,1.1576880934989042,1.1593316289262234,12697.0,115.93316289262236,6953.0,1607.0,135.0,,63.48612125639153,14.673119065010956,1.2326515704894083,,50.0,292726.0,3952980.0,0.001264868529565,0.0170808196060479,0.3039328916175308,100.0,361.5,227.5,388.7,252.88,27.0,13.0,6.0,66.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,66,S1P1,MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
010524_Expt9_SISPA_Kate,66,S1P1,murine_respirovirus,81.0,010524_Expt9_SISPA_Kate,66.0,murine_respirovirus,15362.0,murine_respirovirus,1.949579831932773,1.914802844214609,1.949579831932773,0.9816430152323916,0.964132274443432,0.9816430152323916,15080.0,98.16430152323916,7735.0,1846.0,436.0,,50.3515167295925,12.01666449681031,2.838172113006119,,57.0,292726.0,3952980.0,0.0014419501237041,0.0194721343508946,0.2948784273150543,100.0,356.0,238.0,408.4561403508772,264.6666666666667,38.0,18.0,10.0,66.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,67,S2P1,orthoreovirus,90.0,010524_Expt9_SISPA_Kate,67.0,orthoreovirus,23416.0,orthoreovirus,1.0922570016474464,1.0922570016474464,1.0922570016474464,0.0566279467031089,0.0566279467031089,0.0566279467031089,1326.0,5.662794670310898,1214.0,,,,5.184489238127775,,,,4.0,292726.0,3952980.0,0.0001011894823652,0.0013664655684838,0.0852514919011082,100.0,468.0,294.0,555.5,318.75,3.0,2.0,1.0,67.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,67,S2P1,zika,92.0,010524_Expt9_SISPA_Kate,67.0,zika,10952.0,zika,1.186674325100517,1.186674325100517,1.186674325100517,0.1886413440467494,0.1886413440467494,0.1886413440467494,2066.0,18.864134404674942,1741.0,,,,15.89663988312637,,,,11.0,292726.0,3952980.0,0.0002782710765043,0.0037577803133305,0.0668652361558567,100.0,315.0,173.0,339.1818181818182,189.54545454545453,3.0,1.0,1.0,67.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,67,S2P1,MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
010524_Expt9_SISPA_Kate,67,S2P1,murine_respirovirus,89.0,010524_Expt9_SISPA_Kate,67.0,murine_respirovirus,15362.0,murine_respirovirus,1.4591790708164185,1.4591790708164185,1.4591790708164185,0.2105845593021742,0.2105845593021742,0.2105845593021742,3235.0,21.05845593021742,2217.0,306.0,,,14.431714620492125,1.9919281343575053,,,16.0,292726.0,3952980.0,0.0004047579294608,0.0054658622739353,0.0827728918779099,100.0,313.5,197.0,332.625,203.125,4.0,3.0,1.0,67.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,68,S3P1,orthoreovirus,97.0,010524_Expt9_SISPA_Kate,68.0,orthoreovirus,23416.0,orthoreovirus,2.5774228747148102,2.213768475349668,2.5606586648149987,1.1096258968226853,0.953066279467031,1.1024086094977792,25983.0,110.96258968226851,10081.0,2628.0,1685.0,263.0,43.05175948069696,11.2230953194397,7.195934403826443,1.123163648787154,98.0,292726.0,3952980.0,0.0024791423179474,0.033478406427854,2.0886615515771525,100.0,339.0,191.5,404.6734693877551,265.3469387755102,48.0,32.0,20.0,68.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,68,S3P1,zika,99.0,010524_Expt9_SISPA_Kate,68.0,zika,10952.0,zika,10.817091305640924,4.923961534648558,8.519777931991673,9.962746530314098,4.535062089116143,7.846877282688093,109112.0,996.2746530314098,10087.0,9972.0,9708.0,5505.0,92.1018991964938,91.0518626734843,88.64134404674945,50.26479181884588,393.0,292726.0,3952980.0,0.0099418666423811,0.1342552421035371,2.3889125281137926,100.0,388.0,248.0,425.05089058524175,276.36895674300257,241.0,139.0,78.0,68.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,68,S3P1,MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
010524_Expt9_SISPA_Kate,68,S3P1,murine_respirovirus,96.0,010524_Expt9_SISPA_Kate,68.0,murine_respirovirus,15362.0,murine_respirovirus,8.623248922413794,4.566742995689655,7.396012931034483,8.334722041400859,4.413943496940503,7.148548366098164,128038.0,833.4722041400859,14848.0,13909.0,11654.0,5403.0,96.65408149980472,90.54159614633512,75.86251790131493,35.17120166644968,476.0,292726.0,3952980.0,0.0120415484014591,0.1626094026495767,2.462493533367822,100.0,371.0,228.0,412.0924369747899,265.03991596638656,288.0,146.0,85.0,68.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,69,S4P1,orthoreovirus,104.0,010524_Expt9_SISPA_Kate,69.0,orthoreovirus,23416.0,orthoreovirus,1.0942028985507246,1.0942028985507246,1.0942028985507246,0.0451400751622822,0.0451400751622822,0.0451400751622822,1057.0,4.5140075162282205,966.0,,,,4.125384352579433,,,,5.0,292726.0,3952980.0,0.0001264868529565,0.0017080819606047,0.1065643648763853,100.0,326.0,162.0,350.8,211.6,1.0,1.0,1.0,69.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,69,S4P1,zika,106.0,010524_Expt9_SISPA_Kate,69.0,zika,10952.0,zika,1.206409767264403,1.206409767264403,1.206409767264403,0.2887143900657414,0.2887143900657414,0.2887143900657414,3162.0,28.87143900657414,2621.0,198.0,,,23.931701972242514,1.807888970051132,,,11.0,292726.0,3952980.0,0.0002782710765043,0.0037577803133305,0.0668652361558567,100.0,374.0,252.0,427.54545454545456,288.90909090909093,6.0,4.0,2.0,69.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,69,S4P1,MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
010524_Expt9_SISPA_Kate,69,S4P1,murine_respirovirus,103.0,010524_Expt9_SISPA_Kate,69.0,murine_respirovirus,15362.0,murine_respirovirus,1.4874172185430463,1.4874172185430463,1.4874172185430463,0.2193073818513214,0.2193073818513214,0.2193073818513214,3369.0,21.930738185132142,2265.0,348.0,,,14.74417393568546,2.265330035151673,,,10.0,292726.0,3952980.0,0.000252973705913,0.0034161639212095,0.0517330574236937,100.0,422.0,251.5,477.0,337.9,6.0,4.0,4.0,69.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,70,S1P2,orthoreovirus,115.0,010524_Expt9_SISPA_Kate,70.0,orthoreovirus,23416.0,orthoreovirus,4.301499367736497,2.7990004215090023,3.523152887336665,3.050691834642979,1.9850956610864363,2.4986761188930644,71435.0,305.0691834642979,16607.0,8049.0,4143.0,1578.0,70.9215920737957,34.37393235394602,17.69303040655962,6.738981892722924,245.0,292726.0,3952980.0,0.0061978557948686,0.083696016069635,5.221653878942881,100.0,398.0,246.0,438.37142857142857,289.1183673469388,146.0,95.0,60.0,70.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,70,S1P2,zika,117.0,010524_Expt9_SISPA_Kate,70.0,zika,10952.0,zika,23.22641142746089,4.942668350986299,9.760664658439412,21.824598246895544,4.644357195032871,9.171566837107378,239023.0,2182.4598246895544,10291.0,10165.0,10074.0,9737.0,93.96457268078888,92.81409788166545,91.98319941563184,88.90613586559533,812.0,292726.0,3952980.0,0.0205414649201362,0.2773925104022191,4.935870159868701,100.0,390.0,245.5,435.64162561576353,291.5394088669951,497.0,319.0,202.0,70.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,70,S1P2,MS2,110.0,010524_Expt9_SISPA_Kate,70.0,MS2,3569.0,MS2,1.0,1.0,1.0,0.0762118240403474,0.0762118240403474,0.0762118240403474,272.0,7.621182404034743,272.0,,,,7.621182404034743,,,,1.0,292726.0,3952980.0,2.529737059130074e-05,0.0003416163921209,9.090909090909092,100.0,420.0,278.0,420.0,278.0,1.0,,,70.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,70,S1P2,murine_respirovirus,114.0,010524_Expt9_SISPA_Kate,70.0,murine_respirovirus,15362.0,murine_respirovirus,20.16110632088612,4.919148371691981,9.25482523048352,19.78707199583388,4.827886993881005,9.08312719697956,303969.0,1978.707199583388,15077.0,14837.0,14544.0,12021.0,98.14477281603958,96.5824762400729,94.67517250358026,78.25152974873063,1097.0,292726.0,3952980.0,0.0277512155386569,0.3747531821566926,5.675116399379204,100.0,375.0,230.0,422.8459434822242,275.50410209662715,665.0,383.0,212.0,70.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,71,S2P2,orthoreovirus,123.0,010524_Expt9_SISPA_Kate,71.0,orthoreovirus,23416.0,orthoreovirus,1.060035842293907,1.060035842293907,1.060035842293907,0.1010420225486846,0.1010420225486846,0.1010420225486846,2366.0,10.104202254868468,2232.0,,,,9.531943969935089,,,,11.0,292726.0,3952980.0,0.0002782710765043,0.0037577803133305,0.2344416027280477,100.0,343.0,212.0,397.0,205.54545454545453,6.0,2.0,1.0,71.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,71,S2P2,zika,125.0,010524_Expt9_SISPA_Kate,71.0,zika,10952.0,zika,2.5371865245936926,2.4953180497255407,2.5371865245936926,2.1523922571219867,2.116873630387144,2.1523922571219867,23573.0,215.23922571219867,9291.0,4101.0,808.0,,84.83382030679329,37.44521548575603,7.377647918188458,,86.0,292726.0,3952980.0,0.0021755738708518,0.0293790097224025,0.5227645735821531,100.0,371.5,243.0,412.7906976744186,273.3255813953488,51.0,31.0,19.0,71.0,010524_Expt9_SISPA_Kate,1
010524_Expt9_SISPA_Kate,71,S2P2,MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
010524_Expt9_SISPA_Kate,71,S2P2,murine_respirovirus,122.0,010524_Expt9_SISPA_Kate,71.0,murine_respirovirus,15362.0,murine_respirovirus,2.135479668744766,2.1175211686982416,2.135479668744766,1.4939461007681292,1.4813826324697306,1.4939461007681292,22950.0,149.3946100768129,10747.0,3253.0,695.0,,69.95833875797423,21.17562817341492,4.524150501236819,,85.0,292726.0,3952980.0,0.0021502765002605,0.0290373933302815,0.4397309881013967,100.0,371.0,241.0,409.7411764705882,264.5529411764706,50.0,25.0,13.0,71.0,010524_Expt9_SISPA_Kate,1
